run_id,run_name,class1,class2,class3,artifact_name,val_loss
s7tr7wpi,super-moon-79,bassoon,crayfish,minivan,WwMHGzpazLX7G7rLh6f9c7_108.pth,0.5484328269958496
lev18gj4,spring-smoke-80,chain,staffordshire_bullterrier,jean,KaqJy79bvqGMgnazwwPViP_20.pth,0.4238452613353729
lev18gj4,spring-smoke-80,chain,staffordshire_bullterrier,jean,KaqJy79bvqGMgnazwwPViP_115.pth,1.2930481433868408
f5rb997r,pious-terrain-81,green_lizard,desktop_computer,border_collie,5o4mWAbXByinaRKM6kVVtW_20.pth,0.1748906522989273
f5rb997r,pious-terrain-81,green_lizard,desktop_computer,border_collie,5o4mWAbXByinaRKM6kVVtW_107.pth,0.0670846551656723
ndx7efip,fresh-galaxy-82,rubber_eraser,swimming_trunks,house_finch,fKw6nEhLAhbJo7yKUmzpzV_22.pth,0.8370012640953064
ndx7efip,fresh-galaxy-82,rubber_eraser,swimming_trunks,house_finch,fKw6nEhLAhbJo7yKUmzpzV_120.pth,1.0646857023239136
jpa8a043,lemon-surf-83,ram,potter's_wheel,china_cabinet,U2ogMs9WHtZbg4Y6FoXNMK_23.pth,0.3249435424804687
jpa8a043,lemon-surf-83,ram,potter's_wheel,china_cabinet,U2ogMs9WHtZbg4Y6FoXNMK_138.pth,0.5323656797409058
ijufpjqo,treasured-voice-84,pencil_sharpener,cabbage_butterfly,cockroach,QupTEMgWs65TaMKp7ZkJbp_23.pth,0.935401201248169
ijufpjqo,treasured-voice-84,pencil_sharpener,cabbage_butterfly,cockroach,QupTEMgWs65TaMKp7ZkJbp_95.pth,1.051338791847229
i7yfuq73,electric-snowflake-85,ballpoint,perfume,letter_opener,9MdZJAGbi7XMZPEDQZQoj9_16.pth,1.20987069606781
i7yfuq73,electric-snowflake-85,ballpoint,perfume,letter_opener,9MdZJAGbi7XMZPEDQZQoj9_96.pth,1.392625093460083
p2zclkrj,valiant-pine-86,jack-o'-lantern,pembroke,picket_fence,dvHVMobpxSt5Ex2y4eye3m_20.pth,0.2509090602397918
p2zclkrj,valiant-pine-86,jack-o'-lantern,pembroke,picket_fence,dvHVMobpxSt5Ex2y4eye3m_78.pth,0.2486255764961242
0ztb1xdv,glamorous-vortex-87,sealyham_terrier,bouvier_des_flandres,triumphal_arch,fKfCeYeqedUYKSkTYNxxBT_14.pth,0.0132912844419479
0ztb1xdv,glamorous-vortex-87,sealyham_terrier,bouvier_des_flandres,triumphal_arch,fKfCeYeqedUYKSkTYNxxBT_117.pth,0.0062961941584944
hng3i8yp,cosmic-leaf-88,space_shuttle,golf_ball,cradle,nwkFXS7PU2wobrGmsHGL9m_17.pth,0.6285442113876343
hng3i8yp,cosmic-leaf-88,space_shuttle,golf_ball,cradle,nwkFXS7PU2wobrGmsHGL9m_119.pth,1.2840362787246704
cjw88sjp,jolly-capybara-89,french_bulldog,rugby_ball,canoe,KUuD9ohjrPioHK2GVXrd4M_17.pth,0.3961752355098724
cjw88sjp,jolly-capybara-89,french_bulldog,rugby_ball,canoe,KUuD9ohjrPioHK2GVXrd4M_86.pth,0.4748775064945221
cdg4pfls,tough-violet-90,pillow,gorilla,indigo_bunting,WSz6oUtSwVx6mH72K5e4aE_18.pth,0.5243905186653137
cdg4pfls,tough-violet-90,pillow,gorilla,indigo_bunting,WSz6oUtSwVx6mH72K5e4aE_109.pth,0.2341888099908828
6citgdhy,happy-forest-91,police_van,american_chameleon,nematode,TGjjMk3E7fBr3Sqn6G9vDJ_20.pth,0.1391399055719375
6citgdhy,happy-forest-91,police_van,american_chameleon,nematode,TGjjMk3E7fBr3Sqn6G9vDJ_118.pth,0.1428561508655548
5ysulkb4,stoic-voice-92,poncho,lawn_mower,hippopotamus,jm3hz83feLUTc7J3uVptmj_20.pth,0.4866367876529693
5ysulkb4,stoic-voice-92,poncho,lawn_mower,hippopotamus,jm3hz83feLUTc7J3uVptmj_103.pth,0.4728642404079437
fqg7uua2,confused-wood-93,shovel,sandbar,echidna,5x4oEAoF42Sore2HHdusnE_17.pth,0.3369895219802856
fqg7uua2,confused-wood-93,shovel,sandbar,echidna,5x4oEAoF42Sore2HHdusnE_112.pth,0.4626027345657348
ciih7b0i,graceful-resonance-94,library,sports_car,breakwater,HYyj5TH8efZL5tJwhjahvJ_20.pth,0.4318066835403442
ciih7b0i,graceful-resonance-94,library,sports_car,breakwater,HYyj5TH8efZL5tJwhjahvJ_102.pth,0.4175145328044891
h6dox2fb,unique-deluge-95,soap_dispenser,totem_pole,toaster,3ABDzszu9AKoPjvL9eB52b_16.pth,1.7625354528427124
h6dox2fb,unique-deluge-95,soap_dispenser,totem_pole,toaster,3ABDzszu9AKoPjvL9eB52b_81.pth,1.4968750476837158
4hqnv9fv,morning-pine-96,mongoose,long-horned_beetle,nematode,au7ShYPUAjDQBn6A8rYWtN_19.pth,0.464613527059555
4hqnv9fv,morning-pine-96,mongoose,long-horned_beetle,nematode,au7ShYPUAjDQBn6A8rYWtN_115.pth,0.5512861013412476
qmg3l98i,winter-pine-97,labrador_retriever,abacus,shower_curtain,XbvSgy42JshPQWKPvMr5jV_15.pth,0.2703461945056915
qmg3l98i,winter-pine-97,labrador_retriever,abacus,shower_curtain,XbvSgy42JshPQWKPvMr5jV_119.pth,0.5808954238891602
g0pm96v6,twilight-terrain-98,missile,chow,triceratops,EAV4Gc8G2iVpQbj3dh347v_23.pth,0.7120264172554016
g0pm96v6,twilight-terrain-98,missile,chow,triceratops,EAV4Gc8G2iVpQbj3dh347v_111.pth,1.371448278427124
he844hvw,giddy-cosmos-99,junco,moped,pizza,2oSoxznRePKBZDPtWns2ey_22.pth,0.5725822448730469
he844hvw,giddy-cosmos-99,junco,moped,pizza,2oSoxznRePKBZDPtWns2ey_85.pth,0.209503710269928
q88j7z6a,morning-dragon-100,chiton,barbershop,radiator,aKQSSAJukeiBg4XfTo8BBs_18.pth,1.9135665893554688
q88j7z6a,morning-dragon-100,chiton,barbershop,radiator,aKQSSAJukeiBg4XfTo8BBs_88.pth,1.0982396602630615
ddr6engc,jumping-glade-101,starfish,prison,organ,Jay4yAnwzjfQYRSjyyDjmc_19.pth,1.0920698642730713
ddr6engc,jumping-glade-101,starfish,prison,organ,Jay4yAnwzjfQYRSjyyDjmc_83.pth,1.2453913688659668
y91g0dzp,sparkling-armadillo-102,dough,holster,water_tower,aKLQros94ktn2UuGJMKS9X_17.pth,0.3486497402191162
y91g0dzp,sparkling-armadillo-102,dough,holster,water_tower,aKLQros94ktn2UuGJMKS9X_111.pth,0.6655586957931519
sp461i8q,genial-monkey-103,coyote,fireboat,pencil_box,Sfp6RmMTWcy8sVc6Q2uW4P_23.pth,0.5867420434951782
sp461i8q,genial-monkey-103,coyote,fireboat,pencil_box,Sfp6RmMTWcy8sVc6Q2uW4P_119.pth,0.5151117444038391
563atagr,lively-leaf-104,airedale,trench_coat,jackfruit,jZSpvaugGNtgYce6SD9w9n_20.pth,0.3531978726387024
563atagr,lively-leaf-104,airedale,trench_coat,jackfruit,jZSpvaugGNtgYce6SD9w9n_106.pth,1.2456228733062744
q412hmp0,drawn-sponge-105,lorikeet,go-kart,schipperke,JKZ8ozYqUbL5bUFMQgp4PS_22.pth,0.2973204255104065
q412hmp0,drawn-sponge-105,lorikeet,go-kart,schipperke,JKZ8ozYqUbL5bUFMQgp4PS_114.pth,0.6364515423774719
l95u5txn,grateful-gorge-106,platypus,volleyball,diaper,fSzDFowvyudnWa4xKgryP3_20.pth,0.6406259536743164
l95u5txn,grateful-gorge-106,platypus,volleyball,diaper,fSzDFowvyudnWa4xKgryP3_86.pth,0.6910072565078735
lbtoi3wf,solar-surf-107,hair_slide,crate,head_cabbage,VNrFMadYLBwerwyGd8CckS_14.pth,0.8366484045982361
lbtoi3wf,solar-surf-107,hair_slide,crate,head_cabbage,VNrFMadYLBwerwyGd8CckS_102.pth,0.8096219897270203
b16bxqa4,stellar-firefly-108,banana,wombat,wok,8iN7R3CDX4vebC3rHQPHQf_14.pth,0.475149929523468
b16bxqa4,stellar-firefly-108,banana,wombat,wok,8iN7R3CDX4vebC3rHQPHQf_79.pth,0.424321562051773
oeivrvmv,laced-leaf-109,electric_fan,quail,washbasin,KHynfmwBS49P2twAkwa5nd_22.pth,1.240770936012268
oeivrvmv,laced-leaf-109,electric_fan,quail,washbasin,KHynfmwBS49P2twAkwa5nd_88.pth,1.2862963676452637
w84v3ltd,devoted-bird-110,overskirt,iron,gila_monster,QNNK7sGXxcANuzhLZJR3Yj_22.pth,0.6126047968864441
w84v3ltd,devoted-bird-110,overskirt,iron,gila_monster,QNNK7sGXxcANuzhLZJR3Yj_113.pth,0.4283169507980346
ychbuqn5,colorful-microwave-111,hog,model_t,pug,8r79tVFGfKUMAx6cykCr3S_17.pth,0.9645398259162904
ychbuqn5,colorful-microwave-111,hog,model_t,pug,8r79tVFGfKUMAx6cykCr3S_96.pth,0.5639842748641968
eds7733m,gallant-bird-112,dogsled,manhole_cover,pick,aotc6DJzeTxejFT3oRjJdS_22.pth,0.2909157872200012
eds7733m,gallant-bird-112,dogsled,manhole_cover,pick,aotc6DJzeTxejFT3oRjJdS_118.pth,0.3693817257881164
at8nagug,rich-frog-113,notebook,limousine,tub,TEuNrjzj8PnF7zUEo5P53R_16.pth,0.7013183832168579
at8nagug,rich-frog-113,notebook,limousine,tub,TEuNrjzj8PnF7zUEo5P53R_108.pth,1.650282859802246
bs4phmpl,genial-flower-114,mousetrap,pelican,minibus,VvGLrGmy3XpnoRt5SkVqDf_20.pth,0.8836454749107361
bs4phmpl,genial-flower-114,mousetrap,pelican,minibus,VvGLrGmy3XpnoRt5SkVqDf_141.pth,5.675634860992432
583dhvyk,astral-waterfall-115,maypole,macaw,letter_opener,3vQtwoQmLto93TcfwrKGxb_19.pth,0.2320015728473663
583dhvyk,astral-waterfall-115,maypole,macaw,letter_opener,3vQtwoQmLto93TcfwrKGxb_101.pth,0.6881299018859863
fd8gj904,warm-pond-116,starfish,capuchin,analog_clock,9QrkPaTPjDeWDPxLKLGL7G_21.pth,0.823527455329895
fd8gj904,warm-pond-116,starfish,capuchin,analog_clock,9QrkPaTPjDeWDPxLKLGL7G_78.pth,1.1741573810577393
v64s5qrx,prime-oath-117,oxygen_mask,clumber,book_jacket,TNzd2YZhEN5ciZmwdnTS6u_22.pth,0.7559253573417664
v64s5qrx,prime-oath-117,oxygen_mask,clumber,book_jacket,TNzd2YZhEN5ciZmwdnTS6u_99.pth,0.9270206689834596
c6o514lw,worldly-salad-118,miniature_poodle,trolleybus,boston_bull,NZppNzVHxX3NdE57y4D47g_18.pth,0.1243801340460777
c6o514lw,worldly-salad-118,miniature_poodle,trolleybus,boston_bull,NZppNzVHxX3NdE57y4D47g_85.pth,0.0921819061040878
fclc3zzk,dulcet-frog-119,hamster,monarch,angora,MmYWSQJ3Rp3UTN9Q75HBkv_14.pth,0.204979732632637
fclc3zzk,dulcet-frog-119,hamster,monarch,angora,MmYWSQJ3Rp3UTN9Q75HBkv_114.pth,0.1653335094451904
3exiifvc,snowy-thunder-120,hen-of-the-woods,lumbermill,ruddy_turnstone,NXF3u7ayvYoW2BsxJJ3jBC_16.pth,1.1039328575134275
3exiifvc,snowy-thunder-120,hen-of-the-woods,lumbermill,ruddy_turnstone,NXF3u7ayvYoW2BsxJJ3jBC_100.pth,0.8612038493156433
5k3zeuh2,honest-durian-121,centipede,saluki,chickadee,gLaFDFrqqxfVW9QbcuwdJJ_23.pth,0.2684493660926819
5k3zeuh2,honest-durian-121,centipede,saluki,chickadee,gLaFDFrqqxfVW9QbcuwdJJ_97.pth,0.3875877559185028
niadw3lx,stilted-wave-122,robin,centipede,green_snake,YptA2QDsrgfKcFLHiiaWgZ_21.pth,0.9786088466644288
niadw3lx,stilted-wave-122,robin,centipede,green_snake,YptA2QDsrgfKcFLHiiaWgZ_98.pth,0.9007556438446044
8m438266,wild-voice-123,projectile,barrow,flagpole,ZegN2NHjXqcRXaT5djHHmx_19.pth,1.1156970262527466
8m438266,wild-voice-123,projectile,barrow,flagpole,ZegN2NHjXqcRXaT5djHHmx_111.pth,0.963916838169098
v559mnxt,hardy-sea-124,gas_pump,trolleybus,diaper,Pde3rJYcxgvoStheMYodD8_21.pth,2.4424304962158203
v559mnxt,hardy-sea-124,gas_pump,trolleybus,diaper,Pde3rJYcxgvoStheMYodD8_93.pth,0.686855673789978
s8bxu9y3,lilac-wind-125,gazelle,lumbermill,zucchini,iN8CZ35M5fi6M5Rob2E3Xk_22.pth,0.6634348630905151
s8bxu9y3,lilac-wind-125,gazelle,lumbermill,zucchini,iN8CZ35M5fi6M5Rob2E3Xk_111.pth,1.4458667039871216
yze3hn5r,zany-deluge-126,pomeranian,obelisk,ballpoint,QL9RvU7X5aEEBiuugDvsdn_17.pth,0.5435312986373901
yze3hn5r,zany-deluge-126,pomeranian,obelisk,ballpoint,QL9RvU7X5aEEBiuugDvsdn_115.pth,0.1688391864299774
dra9uzqm,lively-wood-127,desktop_computer,prayer_rug,sports_car,NSa6sskSY2yk9Wp3zuBTPL_14.pth,0.3846991062164306
dra9uzqm,lively-wood-127,desktop_computer,prayer_rug,sports_car,NSa6sskSY2yk9Wp3zuBTPL_94.pth,0.4755343496799469
29rctsr6,rosy-salad-128,pop_bottle,sea_urchin,trombone,GzJjTnvW77DnV2QWGhpYu8_14.pth,0.6647663712501526
29rctsr6,rosy-salad-128,pop_bottle,sea_urchin,trombone,GzJjTnvW77DnV2QWGhpYu8_86.pth,1.4292348623275757
4z5ky3w5,light-brook-129,appenzeller,china_cabinet,stingray,o3Jf8tAKfT9wncvu4DWqo3_23.pth,0.123235136270523
4z5ky3w5,light-brook-129,appenzeller,china_cabinet,stingray,o3Jf8tAKfT9wncvu4DWqo3_92.pth,0.2534043788909912
w7025g0t,visionary-spaceship-130,water_buffalo,american_chameleon,australian_terrier,dfuPA6js3BYrkQcxvM7fUf_17.pth,0.0
w7025g0t,visionary-spaceship-130,water_buffalo,american_chameleon,australian_terrier,dfuPA6js3BYrkQcxvM7fUf_110.pth,0.0
ru971rpv,laced-fire-131,maillot,spaghetti_squash,dome,AvXbiaBimU2bHLx9bvxYhc_20.pth,0.1981170624494552
ru971rpv,laced-fire-131,maillot,spaghetti_squash,dome,AvXbiaBimU2bHLx9bvxYhc_101.pth,0.4084801971912384
f1fbqggg,comic-spaceship-132,broccoli,limousine,coffee_mug,3HCw9aF9Cm5rZ7KCqh6nWa_15.pth,0.7221707105636597
f1fbqggg,comic-spaceship-132,broccoli,limousine,coffee_mug,3HCw9aF9Cm5rZ7KCqh6nWa_109.pth,0.6756262183189392
xtoshipi,dulcet-morning-133,oil_filter,mask,marmot,aJ3BVF4NWTrQQGAgDYBb7U_16.pth,0.5451710820198059
xtoshipi,dulcet-morning-133,oil_filter,mask,marmot,aJ3BVF4NWTrQQGAgDYBb7U_126.pth,0.8426628708839417
rbt4j8yy,brisk-moon-134,odometer,windsor_tie,scotch_terrier,3owvHVMaoWgXmMojKE93Wd_14.pth,6.098696758272126e-06
rbt4j8yy,brisk-moon-134,odometer,windsor_tie,scotch_terrier,3owvHVMaoWgXmMojKE93Wd_103.pth,1.1496609658934176e-05
asdrfi1d,unique-sunset-135,ladle,admiral,park_bench,eoD53aHNFRLmfdyaTYEKhe_18.pth,0.5281240940093994
asdrfi1d,unique-sunset-135,ladle,admiral,park_bench,eoD53aHNFRLmfdyaTYEKhe_87.pth,0.5590087175369263
prfrs3hz,fresh-blaze-136,quill,sea_slug,odometer,NoaVr9YamUbw4WEem7Q8Ps_14.pth,0.7646942138671875
prfrs3hz,fresh-blaze-136,quill,sea_slug,odometer,NoaVr9YamUbw4WEem7Q8Ps_115.pth,0.6269057989120483
12755l05,crimson-glitter-137,long-horned_beetle,ibizan_hound,hamster,jBbUvF2NNC2y2cH6iaCmvi_21.pth,0.3692659735679626
12755l05,crimson-glitter-137,long-horned_beetle,ibizan_hound,hamster,jBbUvF2NNC2y2cH6iaCmvi_100.pth,0.3549388945102691
