Name,ID,data.classes,seed,optimizer_name,epoch,training.early_epoch,training.max_epoch,val_accuracy,val_loss,calculated_mean,calculated_std,artifacts
elusive-candle-1189,u6z9mikn,"[barn_spider,carpenter's_kit,missile]",3152,Adam,40,18,41,0.8550246953964233,0.7456755638122559,"[0.49802449345588684, 0.49610480666160583, 0.48430970311164856]","[0.3001338243484497, 0.2928708493709564, 0.3104030191898346]","['juj6P8jdHXezkxnxcdHfZF_17.pth', 'juj6P8jdHXezkxnxcdHfZF_41.pth']"
ineffable-thriller-1188,h288eyrl,"[chimpanzee,barn_spider,running_shoe]",8226,Adam,40,19,41,0.8102766871452332,1.0722131729125977,"[0.4694604277610779, 0.45790889859199524, 0.41456305980682373]","[0.28758323192596436, 0.2839174270629883, 0.28798219561576843]","['CNLpE2ejuV6bzKLhAazRxp_18.pth', 'CNLpE2ejuV6bzKLhAazRxp_41.pth']"
grim-shroud-1187,bzlqer9u,"[appenzeller,pug,american_lobster]",775,Adam,46,17,47,0.8265734314918518,1.130058526992798,"[0.5032918453216553, 0.4478049576282501, 0.3904919922351837]","[0.2824375033378601, 0.27649128437042236, 0.28079646825790405]","['HHh37iN7pRtKAmdvTYx4vx_16.pth', 'HHh37iN7pRtKAmdvTYx4vx_47.pth']"
lurking-fantasy-1186,79gicukq,"[crash_helmet,ant,chambered_nautilus]",9670,Adam,51,16,52,0.8658064603805542,0.6612436771392822,"[0.48171326518058777, 0.45897775888442993, 0.3981277048587799]","[0.30307355523109436, 0.2909795045852661, 0.298288494348526]","['ncUd5mS2dGMSiLDK5AYi6H_15.pth', 'ncUd5mS2dGMSiLDK5AYi6H_52.pth']"
liminal-jitter-1185,0m2cg1oa,"[indigo_bunting,black_and_gold_garden_spider,sea_slug]",7099,Adam,48,15,49,0.9515418410301208,0.2380470782518386,"[0.4353707432746887, 0.434566855430603, 0.3313330411911011]","[0.2550964653491974, 0.24411173164844513, 0.24884474277496338]","['GWgQzN7KGjdENpjtdHRoQQ_14.pth', 'GWgQzN7KGjdENpjtdHRoQQ_49.pth']"
crawly-ritual-1184,ssetqldl,"[siamese_cat,planetarium,police_van]",5486,Adam,49,10,50,0.9319371581077576,0.3530133366584778,"[0.4551422894001007, 0.44341081380844116, 0.42651885747909546]","[0.27342846989631653, 0.26965051889419556, 0.2842654585838318]","['VATS2Pp4g4AEyTDTQtWktA_9.pth', 'VATS2Pp4g4AEyTDTQtWktA_50.pth']"
devilish-mirage-1183,ev2z84o3,"[cellular_telephone,borzoi,american_lobster]",6235,SGD,49,19,50,0.7852256894111633,0.7855769991874695,"[0.5107084512710571, 0.4554145634174347, 0.4150400757789612]","[0.2967315912246704, 0.29307428002357483, 0.3052178919315338]","['FtAGHeY4MNzggooPvfzDBH_18.pth', 'FtAGHeY4MNzggooPvfzDBH_50.pth']"
unraveling-ghost-1182,n37gq0fq,"[angora,mud_turtle,crash_helmet]",9555,Adam,79,19,80,0.879879891872406,0.7118683457374573,"[0.4820490777492523, 0.45513999462127686, 0.4150349497795105]","[0.2833326458930969, 0.27729105949401855, 0.2864334285259247]","['3ZrtnchCcckQWUfbA8uakA_18.pth', '3ZrtnchCcckQWUfbA8uakA_80.pth']"
ethereal-possession-1181,cv8aynln,"[strawberry,angora,chimpanzee]",7041,Adam,32,18,33,0.9339045286178588,0.2183629125356674,"[0.510985255241394, 0.42748650908470154, 0.3783046007156372]","[0.2824231684207916, 0.2826611399650574, 0.28270259499549866]","['G6yHtNR2jfR8Ht9TFrG9m7_17.pth', 'G6yHtNR2jfR8Ht9TFrG9m7_33.pth']"
silent-whisper-1180,14htgn66,"[siamese_cat,pajama,mud_turtle]",2612,Adam,44,11,45,0.8508997559547424,0.5484030842781067,"[0.4983305335044861, 0.4510965347290039, 0.4118262827396393]","[0.2693018913269043, 0.26366549730300903, 0.27125948667526245]","['FGAYz5KTXuMPu4MmBGCrVi_10.pth', 'FGAYz5KTXuMPu4MmBGCrVi_45.pth']"
obscure-echo-1179,uzuco95d,"[maillot,ruddy_turnstone,mud_turtle]",7513,Adam,65,16,66,0.9030612111091614,0.4813996255397796,"[0.5180162787437439, 0.4995570182800293, 0.4598856568336487]","[0.25120437145233154, 0.24486428499221802, 0.2617783844470978]","['8T4a4NqrXCrRaebx3cZLcT_15.pth', '8T4a4NqrXCrRaebx3cZLcT_66.pth']"
ethereal-spirit-1178,0iv9avee,"[planetarium,breakwater,sea_slug]",8433,SGD,76,12,77,0.866590678691864,0.5494995713233948,"[0.44610339403152466, 0.4362465441226959, 0.40783441066741943]","[0.267837256193161, 0.26211392879486084, 0.2874719202518463]","['ThEu6qa5mh5rtdRkBAAAMP_11.pth', 'ThEu6qa5mh5rtdRkBAAAMP_77.pth']"
ghostly-gargoyle-1177,5jra54qg,"[pug,otterhound,mashed_potato]",8792,Adam,59,14,60,0.8227194547653198,2.43208646774292,"[0.521104633808136, 0.46865060925483704, 0.38595542311668396]","[0.2731247842311859, 0.2663750648498535, 0.2712375223636627]","['2qrZZxz7s2pw8jZpc3uQ6w_13.pth', '2qrZZxz7s2pw8jZpc3uQ6w_60.pth']"
muted-goblin-1176,4lxmot4t,"[indigo_bunting,dock,canoe]",5393,SGD,45,19,46,0.8224582672119141,0.6884413957595825,"[0.4485832750797272, 0.47877153754234314, 0.42378532886505127]","[0.24580521881580353, 0.23750141263008118, 0.2682061791419983]","['NTC953tsivv7rvRbPveqVv_18.pth', 'NTC953tsivv7rvRbPveqVv_46.pth']"
ominous-shroud-1175,snf4rzoj,"[police_van,siamese_cat,airedale]",8838,Adam,48,16,49,0.8722891807556152,0.5048368573188782,"[0.46975651383399963, 0.4456785321235657, 0.4052308201789856]","[0.2684689462184906, 0.26299548149108887, 0.2700481116771698]","['P2LArrtfTHkt5zwvjHBUbJ_15.pth', 'P2LArrtfTHkt5zwvjHBUbJ_49.pth']"
forgotten-beast-1174,sbq9t1sz,"[maillot,pug,wire-haired_fox_terrier]",3890,SGD,19,19,20,0.421686738729477,4.969111919403076,"[0.5172187685966492, 0.49254748225212097, 0.4549388587474823]","[0.2839265465736389, 0.2763228714466095, 0.2868621349334717]","['mpTyNaBs7GkBhBAbusY8rr_18.pth', 'mpTyNaBs7GkBhBAbusY8rr_20.pth']"
distant-treat-1173,1r915p26,"[mixing_bowl,sea_slug,wire-haired_fox_terrier]",3556,SGD,44,19,45,0.8906633853912354,0.4358261823654175,"[0.47899818420410156, 0.4364984333515167, 0.3722069561481476]","[0.2837204337120056, 0.2745252251625061, 0.2812538146972656]","['h7CTx9uA6t7eE3Znm5TcWD_18.pth', 'h7CTx9uA6t7eE3Znm5TcWD_45.pth']"
shadowed-cobweb-1172,wgs5di6h,"[breakwater,black_and_gold_garden_spider,ruddy_turnstone]",1528,SGD,45,14,46,0.8994490504264832,0.4270749986171722,"[0.48248887062072754, 0.5026274919509888, 0.4657699763774872]","[0.23336410522460938, 0.22850055992603302, 0.2626797556877136]","['WuJCb47eH7eXnQiNB2hQoJ_13.pth', 'WuJCb47eH7eXnQiNB2hQoJ_46.pth']"
forgotten-claw-1171,9wiwkpyj,"[tow_truck,red_wolf,crash_helmet]",1267,SGD,26,16,27,0.7560321688652039,1.219933032989502,"[0.47767794132232666, 0.46076226234436035, 0.41804325580596924]","[0.28650352358818054, 0.281255841255188, 0.2918720543384552]","['fFUxenKM4yd6fopwn3qD5t_15.pth', 'fFUxenKM4yd6fopwn3qD5t_27.pth']"
ineffable-cauldron-1170,eby43a6k,"[wire-haired_fox_terrier,mashed_potato,crash_helmet]",7734,Adam,45,18,46,0.9006514549255371,0.4067138433456421,"[0.5167168974876404, 0.4706140458583832, 0.4082474112510681]","[0.29408034682273865, 0.28902098536491394, 0.2973417341709137]","['VosYUcDPcYy986N7bBMQkQ_17.pth', 'VosYUcDPcYy986N7bBMQkQ_46.pth']"
sleepless-disguise-1169,ablz4vba,"[borzoi,angora,planetarium]",1899,Adam,74,16,75,0.848142147064209,1.040607213973999,"[0.46182936429977417, 0.45513254404067993, 0.42968177795410156]","[0.263759583234787, 0.2592185437679291, 0.27892693877220154]","['SQjYoJGfHjrBKuZEqcncqb_15.pth', 'SQjYoJGfHjrBKuZEqcncqb_75.pth']"
spectral-crypt-1168,xizsgp02,"[siamese_cat,running_shoe,pug]",4658,SGD,43,14,44,0.7098901271820068,1.0084394216537476,"[0.4993133842945099, 0.4664930999279022, 0.4314231276512146]","[0.2835821807384491, 0.2809188663959503, 0.2892131805419922]","['TvcLonYMW8vsVurAeZqQJF_13.pth', 'TvcLonYMW8vsVurAeZqQJF_44.pth']"
howling-seance-1167,2mao0cdy,"[mud_turtle,chambered_nautilus,missile]",3005,SGD,29,13,30,0.8239095211029053,0.6082096695899963,"[0.4495488405227661, 0.4450919032096863, 0.4215947389602661]","[0.28276947140693665, 0.2734486758708954, 0.28814154863357544]","['gDiwxdfc2TdGvRJAUzWmku_12.pth', 'gDiwxdfc2TdGvRJAUzWmku_30.pth']"
ineffable-skeleton-1166,oim1flzx,"[american_lobster,vizsla,necklace]",2734,SGD,29,14,30,0.840624988079071,0.5388987064361572,"[0.5394799113273621, 0.4725450873374939, 0.4084242880344391]","[0.2672157287597656, 0.2678459584712982, 0.28365495800971985]","['M8DQQZgH2bYxrwSNDUub9h_13.pth', 'M8DQQZgH2bYxrwSNDUub9h_30.pth']"
possessed-horseman-1165,8tj0sgtk,"[lesser_panda,mashed_potato,pick]",189,SGD,50,13,51,0.8915956020355225,0.3842735886573791,"[0.4960874319076538, 0.45051589608192444, 0.3740960955619812]","[0.2877665162086487, 0.2819960117340088, 0.28707802295684814]","['hHLjAHiYrvrBrpmpAcfdj6_12.pth', 'hHLjAHiYrvrBrpmpAcfdj6_51.pth']"
strange-skull-1164,hwwrobte,"[police_van,ruddy_turnstone,acoustic_guitar]",9998,SGD,61,18,62,0.939226508140564,0.2196427285671234,"[0.5090746283531189, 0.4771859645843506, 0.4386168420314789]","[0.2990373969078064, 0.29456523060798645, 0.3065715432167053]","['TjReEM9t34rLtgT8od2fPj_17.pth', 'TjReEM9t34rLtgT8od2fPj_62.pth']"
forlorn-seance-1163,t3r288qo,"[barn_spider,acoustic_guitar,mixing_bowl]",9167,Adam,24,12,25,0.8776009678840637,0.4425871074199677,"[0.5348526835441589, 0.4839431047439575, 0.4284619092941284]","[0.3205922842025757, 0.3180936872959137, 0.3304835557937622]","['PkQcWcwebYqfpxQ9AQ3nKX_11.pth', 'PkQcWcwebYqfpxQ9AQ3nKX_25.pth']"
eldritch-monster-1162,rtdnxio0,"[borzoi,ruddy_turnstone,necklace]",2747,SGD,33,14,34,0.868175745010376,0.4946250319480896,"[0.5343655347824097, 0.5153159499168396, 0.48103415966033936]","[0.260593980550766, 0.2583814859390259, 0.2733776867389679]","['dXnK663qp9qfCHsjsZcV35_13.pth', 'dXnK663qp9qfCHsjsZcV35_34.pth']"
arcane-fantasy-1161,di29pjhp,"[pick,dock,breakwater]",2047,Adam,42,14,43,0.7984962463378906,0.646341860294342,"[0.49823856353759766, 0.49746593832969666, 0.5005064010620117]","[0.2841923236846924, 0.28265050053596497, 0.3027295470237732]","['7bpJhWzwbdAFP8Wbz8vAi4_13.pth', '7bpJhWzwbdAFP8Wbz8vAi4_43.pth']"
unearthly-ghoul-1160,7yea94pe,"[sewing_machine,dock,chambered_nautilus]",7849,SGD,46,19,47,0.8837209343910217,0.3902386724948883,"[0.48389875888824463, 0.46489062905311584, 0.44441765546798706]","[0.30576032400131226, 0.30203336477279663, 0.31321972608566284]","['bFFucNm8wrHoUpYRyVdcvV_18.pth', 'bFFucNm8wrHoUpYRyVdcvV_47.pth']"
restless-spirit-1159,83tcpboy,"[carpenter's_kit,bolete,ant]",2558,SGD,71,12,72,0.8462441563606262,0.5681971311569214,"[0.49573254585266113, 0.46594932675361633, 0.3842321038246155]","[0.28204479813575745, 0.2733927369117737, 0.28705301880836487]","['SPDgGD3J4iMdEX49TaiYkg_11.pth', 'SPDgGD3J4iMdEX49TaiYkg_72.pth']"
forgotten-apparition-1158,2g9yjy2p,"[airedale,tow_truck,sewing_machine]",9274,Adam,23,13,24,0.833698034286499,1.2294796705245972,"[0.507526695728302, 0.4801860451698303, 0.43917256593704224]","[0.2855680286884308, 0.2856135964393616, 0.29834726452827454]","['5pb9UcfxwrLcC6kmvYyt5o_12.pth', '5pb9UcfxwrLcC6kmvYyt5o_24.pth']"
cryptic-vampire-1157,qonw2dwt,"[soft-coated_wheaten_terrier,ant,pick]",8666,SGD,65,16,66,0.7709750533103943,0.928066611289978,"[0.5159539580345154, 0.48255103826522827, 0.41330084204673767]","[0.27961355447769165, 0.2727808654308319, 0.28645622730255127]","['B6AkqyA5UxUr7inszj3VQD_15.pth', 'B6AkqyA5UxUr7inszj3VQD_66.pth']"
abominable-rift-1156,otnwgcej,"[indigo_bunting,running_shoe,vizsla]",6396,Adam,49,18,50,0.7239382266998291,7.653326034545898,"[0.4894734025001526, 0.47069650888442993, 0.3899422883987427]","[0.25682491064071655, 0.24977029860019684, 0.26788681745529175]","['hDJ2hTFHJe8Q3F4c56jkw9_17.pth', 'hDJ2hTFHJe8Q3F4c56jkw9_50.pth']"
shadowed-void-1155,fm2qrrtb,"[wire-haired_fox_terrier,ant,indigo_bunting]",3385,SGD,47,12,48,0.9097421169281006,0.3576902151107788,"[0.48753637075424194, 0.4931873381137848, 0.38807666301727295]","[0.2530459463596344, 0.23869019746780396, 0.260297954082489]","['MqBcBfKNR4vxu2Sras4JW7_11.pth', 'MqBcBfKNR4vxu2Sras4JW7_48.pth']"
obscure-scarecrow-1154,ys41522x,"[schooner,mixing_bowl,vizsla]",4555,Adam,34,18,35,0.925434112548828,0.3901898562908172,"[0.5154575705528259, 0.4911121129989624, 0.4450606107711792]","[0.25832295417785645, 0.2560359835624695, 0.28193214535713196]","['4aDxBFkc4qtLwkjnYsADzW_17.pth', '4aDxBFkc4qtLwkjnYsADzW_35.pth']"
vacant-abyss-1153,6og9olzo,"[red_wolf,airedale,angora]",1184,SGD,41,13,42,0.7161383032798767,0.948164999485016,"[0.47398343682289124, 0.44776496291160583, 0.3774583041667938]","[0.25283536314964294, 0.24422986805438995, 0.25010111927986145]","['fhPDDsUyfJ6AYwtDwEWcSD_12.pth', 'fhPDDsUyfJ6AYwtDwEWcSD_42.pth']"
obscure-vampire-1152,5a1fsafr,"[barn_spider,planetarium,breakwater]",6420,SGD,72,10,73,0.8304794430732727,0.7422156929969788,"[0.456868976354599, 0.47703686356544495, 0.4777834713459015]","[0.2638345956802368, 0.2625107765197754, 0.29226547479629517]","['6GuNTk3ZGN76raPSvhmyAc_9.pth', '6GuNTk3ZGN76raPSvhmyAc_73.pth']"
pale-pumpkin-1151,5p9kb59a,"[planetarium,police_van,maillot]",5051,SGD,69,12,70,0.8756756782531738,0.4404404461383819,"[0.4722699522972107, 0.47418951988220215, 0.4689633548259735]","[0.28644007444381714, 0.2800252437591553, 0.29673242568969727]","['gzQj8aw7SsdLTAcr8NKHcD_11.pth', 'gzQj8aw7SsdLTAcr8NKHcD_70.pth']"
abominable-spirit-1150,j9q6mhyk,"[tow_truck,crash_helmet,angora]",5311,Adam,77,15,78,0.8612244725227356,0.7034363746643066,"[0.486661434173584, 0.46555590629577637, 0.44308289885520935]","[0.29226770997047424, 0.28890925645828247, 0.29954227805137634]","['ckcvGPRvJPE5vJA3Gh4poB_14.pth', 'ckcvGPRvJPE5vJA3Gh4poB_78.pth']"
grim-candle-1149,v2fvcoai,"[schooner,wire-haired_fox_terrier,dock]",2433,SGD,56,18,57,0.8365018963813782,0.738878071308136,"[0.4963536858558655, 0.5214678645133972, 0.5368044376373291]","[0.2602488398551941, 0.25503286719322205, 0.27576693892478943]","['mBhkRxKsHnBYRPSr7Hbxsp_17.pth', 'mBhkRxKsHnBYRPSr7Hbxsp_57.pth']"
intangible-shadow-1148,i3t9ymys,"[sewing_machine,trombone,airedale]",6949,SGD,37,13,38,0.7562940716743469,0.7950751781463623,"[0.5185929536819458, 0.4810572564601898, 0.4379679560661316]","[0.3085063397884369, 0.3091598451137543, 0.3185017704963684]","['YXjpantVgur78w6gQ8Ya2B_12.pth', 'YXjpantVgur78w6gQ8Ya2B_38.pth']"
hollow-spider-1147,0o3o4luc,"[planetarium,american_lobster,barometer]",769,SGD,52,10,53,0.8694214820861816,0.6317510604858398,"[0.5191319584846497, 0.4654940366744995, 0.4359939992427826]","[0.28552067279815674, 0.28746822476387024, 0.30855506658554077]","['Gn2eo8JNUQ8nW9yhWpyqXx_9.pth', 'Gn2eo8JNUQ8nW9yhWpyqXx_53.pth']"
twisted-warlock-1146,9eimjlnn,"[breakwater,angora,american_lobster]",1685,Adam,56,10,57,0.9176136255264282,0.3898960947990417,"[0.5015265941619873, 0.4602333903312683, 0.4400750994682312]","[0.2644272446632385, 0.26337555050849915, 0.2859160006046295]","['AhxyZLpDPXN2LgVVfGqM6s_9.pth', 'AhxyZLpDPXN2LgVVfGqM6s_57.pth']"
twisted-treat-1145,r6j9ylto,"[strawberry,red_wolf,airedale]",8322,SGD,59,18,60,0.8231469392776489,0.7010842561721802,"[0.5248845815658569, 0.42977175116539, 0.35273346304893494]","[0.26987195014953613, 0.2693437337875366, 0.2699684500694275]","['eqtz4uyzM2W5fVkywXGds7_17.pth', 'eqtz4uyzM2W5fVkywXGds7_60.pth']"
murky-seance-1144,3z7aocfo,"[otterhound,missile,vizsla]",5578,SGD,50,12,51,0.8481012582778931,0.5873901844024658,"[0.49414849281311035, 0.47266098856925964, 0.4173940122127533]","[0.25413358211517334, 0.24683761596679688, 0.2712096869945526]","['NtcyLyyLdAqGm5XLreFTRB_11.pth', 'NtcyLyyLdAqGm5XLreFTRB_51.pth']"
spooky-candy-1143,gf2e9gus,"[trombone,vizsla,indigo_bunting]",4426,SGD,50,18,51,0.8925542235374451,0.383113831281662,"[0.4890808165073395, 0.4675137996673584, 0.38804611563682556]","[0.27679356932640076, 0.27002254128456116, 0.28373029828071594]","['jtHSyAnUaKLpEZFbSyQWJi_17.pth', 'jtHSyAnUaKLpEZFbSyQWJi_51.pth']"
howling-memory-1142,pv336kba,"[bolete,tow_truck,soft-coated_wheaten_terrier]",466,SGD,79,16,80,0.8794084191322327,0.4117571115493774,"[0.46453434228897095, 0.4390975534915924, 0.37986838817596436]","[0.263622522354126, 0.25598081946372986, 0.26605239510536194]","['Yu9Gmhri3pmiR3aMqGKQrQ_15.pth', 'Yu9Gmhri3pmiR3aMqGKQrQ_80.pth']"
devilish-pumpkin-1141,2aqhzmk2,"[american_lobster,carpenter's_kit,cellular_telephone]",6265,Adam,32,16,33,0.7140883803367615,1.51308012008667,"[0.5386902093887329, 0.4764898419380188, 0.4481102526187897]","[0.3144870400428772, 0.315745085477829, 0.3268798887729645]","['F9JWeacPyYrXJFc5AWikxK_15.pth', 'F9JWeacPyYrXJFc5AWikxK_33.pth']"
pale-warlock-1140,hhrkdo2a,"[otterhound,angora,paddle]",5734,SGD,53,10,54,0.8581951856613159,0.5429988503456116,"[0.491208016872406, 0.4763752520084381, 0.44211000204086304]","[0.2694646120071411, 0.26161497831344604, 0.2773338556289673]","['mWA9NSt3oNbQAuYTkiTXVU_9.pth', 'mWA9NSt3oNbQAuYTkiTXVU_54.pth']"
possessed-labyrinth-1139,czow9cqy,"[red_wolf,missile,mixing_bowl]",5191,Adam,48,14,49,0.8027027249336243,1.0879316329956057,"[0.49788379669189453, 0.48507997393608093, 0.4414688050746918]","[0.27117714285850525, 0.26513826847076416, 0.2850364148616791]","['kQNN9BKxw27icC5FQgDoYL_13.pth', 'kQNN9BKxw27icC5FQgDoYL_49.pth']"
enchanted-newt-1138,d11ee6sh,"[breakwater,police_van,pug]",5390,SGD,58,16,59,0.9027962684631348,0.4032508134841919,"[0.46436941623687744, 0.4678928256034851, 0.4558696448802948]","[0.2668681740760803, 0.26367050409317017, 0.28046610951423645]","['mLCMxTPh7bxSrbF7exvVkN_15.pth', 'mLCMxTPh7bxSrbF7exvVkN_59.pth']"
endless-sorcery-1137,uzaffvmb,"[ruddy_turnstone,soft-coated_wheaten_terrier,maillot]",860,Adam,71,17,72,0.8994413614273071,0.6760542988777161,"[0.5202406644821167, 0.500368058681488, 0.46239352226257324]","[0.2526084780693054, 0.24582837522029877, 0.2597651481628418]","['ihji9nNheYJNWTijuSRZRQ_16.pth', 'ihji9nNheYJNWTijuSRZRQ_72.pth']"
macabre-echo-1136,9owib3op,"[strawberry,barometer,crash_helmet]",7270,SGD,22,16,23,0.7952443957328796,1.020216464996338,"[0.556227445602417, 0.457105427980423, 0.4161381423473358]","[0.303666889667511, 0.31615975499153137, 0.3251967132091522]","['VfyDtshcsAw3uvrtJunLyy_15.pth', 'VfyDtshcsAw3uvrtJunLyy_23.pth']"
