run_id,run_name,creation_time,state,artifacts,_runtime,_step,_timestamp,_wandb,epoch,train_loss,trainer/global_step,val_loss,class1,class2,class3,distance_score,score,seed,early_epoch,max_epoch,store_weight,optimizer,status,val_loss_at_early_epoch
9hzk1r7s,happy-frost-73,2025-09-09T13:13:58Z,finished,"GYsnZfPrPHQBnGQqtYvehZ_14:v0, GYsnZfPrPHQBnGQqtYvehZ_86:v0, run-9hzk1r7s-history:v0",262,112,1757423899.510439,{'runtime': 262},85,0.0057880049571394,1375,1.2071959972381592,crash_helmet,paddle,Angora,0.068218954248366,0.1238,2433,15,86,True,Adam,-,0.5431120991706848
g7zdpa53,legendary-serenity-74,2025-09-09T13:18:51Z,finished,"fcwW4LWUJ2pneVVcKTfc3g_16:v0, fcwW4LWUJ2pneVVcKTfc3g_109:v0, run-g7zdpa53-history:v0",358,160,1757424289.0743167,{'runtime': 358},108,0.0201115496456623,2615,0.4735431671142578,dock,ruddy_turnstone,trombone,0.0654882154882154,0.1765,5311,17,109,True,SGD,-,0.4951343834400177
k8nlq812,azure-armadillo-75,2025-09-09T13:25:15Z,finished,"fUKzroT9SY6NpoHdgmHrsk_18:v0, fUKzroT9SY6NpoHdgmHrsk_97:v0, run-k8nlq812-history:v0",289,132,1757424603.6787882,{'runtime': 289},96,0.0072644208557903,1842,0.3411403596401214,police_van,wire-haired_fox_terrier,schooner,0.076803118908382,0.2044,5051,19,97,True,SGD,-,0.40148425102233887
6czsobz2,bumbling-bush-76,2025-09-09T13:30:36Z,finished,"QNN8wDiTtCew6xqocaPVKJ_16:v0, QNN8wDiTtCew6xqocaPVKJ_94:v0, run-6czsobz2-history:v0",329,143,1757424964.6506004,{'runtime': 329},93,0.0080968402326107,2537,0.5293356776237488,bolete,maillot,acoustic_guitar,0.0858585858585858,0.2311,6420,17,94,True,SGD,-,0.6272552609443665
0y0j8j9j,stoic-vortex-77,2025-09-09T13:36:29Z,finished,"QTbC4jS2bj5Bfi8x4bPcGx_14:v0, QTbC4jS2bj5Bfi8x4bPcGx_86:v0, run-0y0j8j9j-history:v0",259,112,1757425246.832466,{'runtime': 259},85,0.015608818270266,1375,0.2196830064058304,borzoi,Siamese_cat,indigo_bunting,0.0916666666666666,0.3745,1184,15,86,True,Adam,-,0.22640861570835114
twi0y54g,dauntless-puddle-78,2025-09-09T13:41:19Z,finished,"dBFaq4KAT95487iASSonQ4_18:v0, dBFaq4KAT95487iASSonQ4_94:v0, run-twi0y54g-history:v0",308,134,1757425587.3304458,{'runtime': 308},93,0.0055929413065314,2067,0.337485522031784,proboscis_monkey,geyser,shower_cap,0.0696548821548821,0.264,4555,19,94,True,SGD,-,0.3404340445995331
s7tr7wpi,super-moon-79,2025-09-09T13:47:00Z,finished,"WwMHGzpazLX7G7rLh6f9c7_23:v0, WwMHGzpazLX7G7rLh6f9c7_108:v0",400,165,1757426020.0715604,{'runtime': 400},107,2.0372046492411755e-05,2915,0.5484328269958496,bassoon,crayfish,minivan,0.0619358854652972,0.1042,3385,24,108,True,Adam,-,0.611397385597229
lev18gj4,spring-smoke-80,2025-09-09T13:54:07Z,finished,"KaqJy79bvqGMgnazwwPViP_20:v0, KaqJy79bvqGMgnazwwPViP_115:v0",374,160,1757426420.2799742,{'runtime': 374},114,0.0024911649525165,2299,1.2930481433868408,chain,Staffordshire_bullterrier,jean,0.0592105263157894,0.1102,6396,21,115,True,Adam,-,0.5522807240486145
f5rb997r,pious-terrain-81,2025-09-09T14:00:45Z,finished,"5o4mWAbXByinaRKM6kVVtW_20:v0, 5o4mWAbXByinaRKM6kVVtW_107:v0, run-f5rb997r-history:v0",312,142,1757426757.1040292,{'runtime': 312},106,0.0015743032563477,1818,0.0670846551656723,green_lizard,desktop_computer,Border_collie,0.0600840336134453,0.1903,8666,21,107,True,SGD,-,0.09262514114379883
ndx7efip,fresh-galaxy-82,2025-09-09T14:06:25Z,finished,"fKw6nEhLAhbJo7yKUmzpzV_22:v0, fKw6nEhLAhbJo7yKUmzpzV_120:v0",413,174,1757427196.6073475,{'runtime': 413},119,3.039908733626362e-05,2759,1.0646857023239136,rubber_eraser,swimming_trunks,house_finch,0.0737745098039215,0.1447,9274,23,120,True,Adam,-,0.6665107607841492
jpa8a043,lemon-surf-83,2025-09-09T14:13:46Z,finished,"U2ogMs9WHtZbg4Y6FoXNMK_23:v0, U2ogMs9WHtZbg4Y6FoXNMK_138:v0",488,203,1757427714.0637028,{'runtime': 488},137,0.0615919046103954,3311,0.5323656797409058,ram,potter's_wheel,china_cabinet,0.0969696969696969,0.1562,2558,24,138,True,Adam,-,0.2291242629289627
ijufpjqo,treasured-voice-84,2025-09-09T14:22:25Z,finished,"QupTEMgWs65TaMKp7ZkJbp_23:v0, QupTEMgWs65TaMKp7ZkJbp_95:v0",327,143,1757428071.2805104,{'runtime': 327},94,0.0327852442860603,2469,1.051338791847229,pencil_sharpener,cabbage_butterfly,cockroach,0.0922619047619047,0.2621,7849,24,95,True,SGD,-,0.9528560042381287
i7yfuq73,electric-snowflake-85,2025-09-09T14:28:18Z,finished,"9MdZJAGbi7XMZPEDQZQoj9_16:v0, 9MdZJAGbi7XMZPEDQZQoj9_96:v0",316,141,1757428413.660804,{'runtime': 316},95,0.1191753447055816,2303,1.392625093460083,ballpoint,perfume,letter_opener,0.0660287081339712,0.1399,2047,17,96,True,SGD,-,1.1585078239440918
p2zclkrj,valiant-pine-86,2025-09-09T14:34:01Z,finished,"dvHVMobpxSt5Ex2y4eye3m_20:v0, dvHVMobpxSt5Ex2y4eye3m_78:v0, run-p2zclkrj-history:v0",245,109,1757428685.4683175,{'runtime': 245},77,0.0011024780105799,1637,0.2486255764961242,jack-o'-lantern,Pembroke,picket_fence,0.0580200501253132,0.0616,2747,21,78,True,SGD,-,0.2683084011077881
0ztb1xdv,glamorous-vortex-87,2025-09-09T14:38:29Z,finished,"fKfCeYeqedUYKSkTYNxxBT_14:v0, fKfCeYeqedUYKSkTYNxxBT_117:v0, run-0ztb1xdv-history:v0",273,137,1757428981.6708603,{'runtime': 273},116,8.271117985714227e-05,1052,0.0062961941584944,Sealyham_terrier,Bouvier_des_Flandres,triumphal_arch,0.0849002849002849,0.0561,9167,15,117,True,SGD,-,0.0250040702521801
hng3i8yp,cosmic-leaf-88,2025-09-09T14:43:33Z,finished,"nwkFXS7PU2wobrGmsHGL9m_17:v0, nwkFXS7PU2wobrGmsHGL9m_119:v0",413,172,1757429425.2719686,{'runtime': 413},118,0.0152154453098773,2736,1.2840362787246704,space_shuttle,golf_ball,cradle,0.1216931216931216,0.1236,9998,18,119,True,Adam,-,0.500420868396759
cjw88sjp,jolly-capybara-89,2025-09-09T14:50:51Z,finished,"KUuD9ohjrPioHK2GVXrd4M_17:v0, KUuD9ohjrPioHK2GVXrd4M_86:v0",276,114,1757429725.6204815,{'runtime': 276},85,0.0133194038644433,1461,0.4748775064945221,French_bulldog,rugby_ball,canoe,0.0685185185185185,0.1727,189,18,86,True,Adam,-,0.467132568359375
cdg4pfls,tough-violet-90,2025-09-09T14:56:00Z,finished,"WSz6oUtSwVx6mH72K5e4aE_18:v0, WSz6oUtSwVx6mH72K5e4aE_109:v0, run-cdg4pfls-history:v0",424,171,1757430183.2848866,{'runtime': 424},108,0.02925337664783,3160,0.2341888099908828,pillow,gorilla,indigo_bunting,0.064250700280112,0.1532,2734,19,109,True,Adam,-,0.2993873655796051
6citgdhy,happy-forest-91,2025-09-09T15:03:24Z,finished,"TGjjMk3E7fBr3Sqn6G9vDJ_20:v0, TGjjMk3E7fBr3Sqn6G9vDJ_118:v0, run-6citgdhy-history:v0",312,147,1757430515.803699,{'runtime': 312},117,0.0003419042914174,1533,0.1428561508655548,police_van,American_chameleon,nematode,0.0644841269841269,0.104,3005,21,118,True,SGD,-,0.33497709035873413
5ysulkb4,stoic-voice-92,2025-09-09T15:09:12Z,finished,"jm3hz83feLUTc7J3uVptmj_20:v0, jm3hz83feLUTc7J3uVptmj_103:v0",381,163,1757430932.457827,{'runtime': 381},102,0.0115269366651773,3089,0.4728642404079437,poncho,lawn_mower,hippopotamus,0.0659041394335512,0.157,4658,21,103,True,SGD,-,0.5117387175559998
fqg7uua2,confused-wood-93,2025-09-09T15:16:02Z,finished,"5x4oEAoF42Sore2HHdusnE_17:v0, 5x4oEAoF42Sore2HHdusnE_112:v0",374,164,1757431335.534907,{'runtime': 374},111,0.0075021092779934,2687,0.4626027345657348,shovel,sandbar,echidna,0.0708333333333333,0.1783,1899,18,112,True,SGD,-,0.49577271938323975
ciih7b0i,graceful-resonance-94,2025-09-09T15:22:47Z,finished,"HYyj5TH8efZL5tJwhjahvJ_20:v0, HYyj5TH8efZL5tJwhjahvJ_102:v0",347,149,1757431713.682197,{'runtime': 347},101,0.0004000307526439,2447,0.4175145328044891,library,sports_car,breakwater,0.1031746031746031,0.1182,7734,21,102,True,SGD,-,0.5084344148635864
h6dox2fb,unique-deluge-95,2025-09-09T15:29:01Z,finished,"3ABDzszu9AKoPjvL9eB52b_16:v0, 3ABDzszu9AKoPjvL9eB52b_81:v0",295,120,1757432036.2180288,{'runtime': 295},80,0.0114861372858285,2024,1.4968750476837158,soap_dispenser,totem_pole,toaster,0.0997474747474747,0.2652,1267,17,81,True,Adam,-,0.858659029006958
4hqnv9fv,morning-pine-96,2025-09-09T15:34:22Z,finished,"au7ShYPUAjDQBn6A8rYWtN_19:v0, au7ShYPUAjDQBn6A8rYWtN_115:v0",378,157,1757432439.5392537,{'runtime': 378},114,7.420920883305371e-05,2184,0.5512861013412476,mongoose,long-horned_beetle,nematode,0.1035631035631035,0.4124,1528,20,115,True,Adam,-,0.34276315569877625
qmg3l98i,winter-pine-97,2025-09-09T15:41:06Z,finished,"XbvSgy42JshPQWKPvMr5jV_15:v0, XbvSgy42JshPQWKPvMr5jV_119:v0",422,172,1757432887.315899,{'runtime': 422},118,0.0808586254715919,2736,0.5808954238891602,Labrador_retriever,abacus,shower_curtain,0.0814814814814814,0.1004,3556,16,119,True,Adam,-,0.33285051584243774
g0pm96v6,twilight-terrain-98,2025-09-09T15:48:37Z,finished,"EAV4Gc8G2iVpQbj3dh347v_23:v0, EAV4Gc8G2iVpQbj3dh347v_111:v0",378,161,1757433293.8539422,{'runtime': 378},110,0.0015494916588068,2552,1.371448278427124,missile,chow,triceratops,0.0484210526315789,0.1073,3890,24,111,True,SGD,-,0.9854788184165955
he844hvw,giddy-cosmos-99,2025-09-09T15:55:25Z,finished,"2oSoxznRePKBZDPtWns2ey_22:v0, 2oSoxznRePKBZDPtWns2ey_85:v0, run-he844hvw-history:v0",318,128,1757433642.726834,{'runtime': 318},84,0.09744793176651,2209,0.209503710269928,junco,moped,pizza,0.0527290448343079,0.1556,8838,23,85,True,Adam,-,0.3687739670276642
q88j7z6a,morning-dragon-100,2025-09-09T16:01:13Z,finished,"aKQSSAJukeiBg4XfTo8BBs_18:v0, aKQSSAJukeiBg4XfTo8BBs_88:v0",292,129,1757433965.1586337,{'runtime': 292},87,0.0085735283792018,2111,1.0982396602630615,chiton,barbershop,radiator,0.0874458874458874,0.1528,5393,19,88,True,SGD,-,1.8401356935501099
ddr6engc,jumping-glade-101,2025-09-09T16:06:37Z,finished,"Jay4yAnwzjfQYRSjyyDjmc_19:v0, Jay4yAnwzjfQYRSjyyDjmc_83:v0",298,120,1757434294.081218,{'runtime': 298},82,0.0023922824766486,1908,1.2453913688659668,starfish,prison,organ,0.0732600732600732,0.078,8792,20,83,True,Adam,-,0.7729583978652954
y91g0dzp,sparkling-armadillo-102,2025-09-09T16:12:04Z,finished,"aKLQros94ktn2UuGJMKS9X_17:v0, aKLQros94ktn2UuGJMKS9X_111:v0",392,161,1757434715.3195708,{'runtime': 392},110,0.0073021152056753,2552,0.6655586957931519,dough,holster,water_tower,0.0749458874458874,0.1248,8433,18,111,True,Adam,-,0.44371241331100464
sp461i8q,genial-monkey-103,2025-09-09T16:19:07Z,finished,"Sfp6RmMTWcy8sVc6Q2uW4P_23:v0, Sfp6RmMTWcy8sVc6Q2uW4P_119:v0",478,184,1757435224.4110546,{'runtime': 478},118,0.2463106215000153,3331,0.5151117444038391,coyote,fireboat,pencil_box,0.0696078431372549,0.0832,7513,24,119,True,Adam,-,0.18520961701869965
563atagr,lively-leaf-104,2025-09-09T16:27:29Z,finished,"jZSpvaugGNtgYce6SD9w9n_20:v0, jZSpvaugGNtgYce6SD9w9n_106:v0",313,141,1757435561.4641232,{'runtime': 313},105,0.0004561848763842,1801,1.2456228733062744,Airedale,trench_coat,jackfruit,0.0619358854652972,0.0241,2612,21,106,True,SGD,-,0.29938822984695435
q412hmp0,drawn-sponge-105,2025-09-09T16:33:14Z,finished,"JKZ8ozYqUbL5bUFMQgp4PS_22:v0, JKZ8ozYqUbL5bUFMQgp4PS_114:v0",408,176,1757436002.2508378,{'runtime': 408},113,0.0004844509530812,3191,0.6364515423774719,lorikeet,go-kart,schipperke,0.068218954248366,0.2163,7041,23,114,True,SGD,-,0.30291298031806946
l95u5txn,grateful-gorge-106,2025-09-09T16:40:30Z,finished,"fSzDFowvyudnWa4xKgryP3_20:v0, fSzDFowvyudnWa4xKgryP3_86:v0",307,124,1757436335.9108498,{'runtime': 307},85,0.2304704636335373,1977,0.6910072565078735,platypus,volleyball,diaper,0.0558922558922558,0.0815,9555,21,86,True,Adam,-,0.6237220764160156
lbtoi3wf,solar-surf-107,2025-09-09T16:46:01Z,finished,"VNrFMadYLBwerwyGd8CckS_14:v0, VNrFMadYLBwerwyGd8CckS_102:v0",338,139,1757436698.4298017,{'runtime': 338},101,0.0677738338708877,1937,0.8096219897270203,hair_slide,crate,head_cabbage,0.0816798941798941,0.1657,6235,15,102,True,Adam,-,0.7629010677337646
b16bxqa4,stellar-firefly-108,2025-09-09T16:52:09Z,finished,"8iN7R3CDX4vebC3rHQPHQf_14:v0, 8iN7R3CDX4vebC3rHQPHQf_79:v0",261,115,1757436989.9914162,{'runtime': 261},78,0.0080431243404746,1895,0.424321562051773,banana,wombat,wok,0.0685185185185185,0.1581,5486,15,79,True,SGD,-,0.526977002620697
oeivrvmv,laced-leaf-109,2025-09-09T16:57:02Z,finished,"KHynfmwBS49P2twAkwa5nd_22:v0, KHynfmwBS49P2twAkwa5nd_88:v0",331,132,1757437352.217419,{'runtime': 331},87,0.0133756455034017,2287,1.2862963676452637,electric_fan,quail,washbasin,0.0814814814814814,0.0977,7099,23,88,True,Adam,-,0.9003473520278931
w84v3ltd,devoted-bird-110,2025-09-09T17:02:53Z,finished,"QNNK7sGXxcANuzhLZJR3Yj_22:v0, QNNK7sGXxcANuzhLZJR3Yj_113:v0",310,143,1757437682.8065135,{'runtime': 310},112,0.0055654221214354,1581,0.4283169507980346,overskirt,iron,Gila_monster,0.0598719019771651,0.1767,9670,23,113,True,SGD,-,0.5992861986160278
ychbuqn5,colorful-microwave-111,2025-09-09T17:08:26Z,finished,"8r79tVFGfKUMAx6cykCr3S_17:v0, 8r79tVFGfKUMAx6cykCr3S_96:v0",283,129,1757437988.807457,{'runtime': 283},95,0.0513703003525733,1727,0.5639842748641968,hog,Model_T,pug,0.0763888888888889,0.1584,775,18,96,True,SGD,-,1.2738420963287354
eds7733m,gallant-bird-112,2025-09-09T17:13:42Z,finished,"aotc6DJzeTxejFT3oRjJdS_22:v0, aotc6DJzeTxejFT3oRjJdS_118:v0",453,176,1757438460.769106,{'runtime': 453},117,3.542998092598282e-05,2949,0.3693817257881164,dogsled,manhole_cover,pick,0.0788671023965141,0.0526,8226,23,118,True,Adam,-,0.9422264695167542
at8nagug,rich-frog-113,2025-09-09T17:21:45Z,finished,"TEuNrjzj8PnF7zUEo5P53R_16:v0, TEuNrjzj8PnF7zUEo5P53R_108:v0",441,173,1757438945.82329,{'runtime': 441},107,0.006606251001358,3347,1.650282859802246,notebook,limousine,tub,0.1064814814814814,0.134,3152,17,108,True,Adam,-,0.7905492186546326
bs4phmpl,genial-flower-114,2025-09-09T17:29:34Z,finished,"VvGLrGmy3XpnoRt5SkVqDf_20:v0, VvGLrGmy3XpnoRt5SkVqDf_141:v0",464,202,1757439437.3551953,{'runtime': 464},140,0.0116117764264345,3101,5.675634860992432,mousetrap,pelican,minibus,0.0821078431372549,0.1188,1585,21,141,True,SGD,-,1.9382882118225098
583dhvyk,astral-waterfall-115,2025-09-09T17:37:47Z,finished,"3vQtwoQmLto93TcfwrKGxb_19:v0, 3vQtwoQmLto93TcfwrKGxb_101:v0",372,150,1757439838.873644,{'runtime': 372},100,0.8753050565719604,2524,0.6881299018859863,maypole,macaw,letter_opener,0.0619358854652972,0.0768,3943,20,101,True,Adam,-,1.4921350479125977
fd8gj904,warm-pond-116,2025-09-09T17:44:28Z,finished,"9QrkPaTPjDeWDPxLKLGL7G_21:v0, 9QrkPaTPjDeWDPxLKLGL7G_78:v0",277,112,1757440145.006656,{'runtime': 277},77,0.0009422830771654,1793,1.1741573810577393,starfish,capuchin,analog_clock,0.0698412698412698,0.1594,7555,22,78,True,Adam,-,1.382803201675415
v64s5qrx,prime-oath-117,2025-09-09T17:49:30Z,finished,"TNzd2YZhEN5ciZmwdnTS6u_22:v0, TNzd2YZhEN5ciZmwdnTS6u_99:v0",303,135,1757440473.084393,{'runtime': 303},98,0.0084340907633304,1880,0.9270206689834596,oxygen_mask,clumber,book_jacket,0.0814814814814814,0.1018,3073,23,99,True,SGD,-,1.2939969301223755
c6o514lw,worldly-salad-118,2025-09-09T17:54:55Z,finished,"NZppNzVHxX3NdE57y4D47g_18:v0, NZppNzVHxX3NdE57y4D47g_85:v0, run-c6o514lw-history:v0",242,107,1757440737.448653,{'runtime': 242},84,0.0001626851153559,1189,0.0921819061040878,miniature_poodle,trolleybus,Boston_bull,0.1015873015873015,0.1564,1021,19,85,True,SGD,-,0.14165636897087097
fclc3zzk,dulcet-frog-119,2025-09-09T17:59:27Z,finished,"MmYWSQJ3Rp3UTN9Q75HBkv_14:v0, MmYWSQJ3Rp3UTN9Q75HBkv_114:v0, run-fclc3zzk-history:v0",383,165,1757441149.3845472,{'runtime': 383},113,0.0031798996496945,2621,0.1653335094451904,hamster,monarch,Angora,0.0716564137616769,0.1517,3843,15,114,True,SGD,-,0.14008601009845734
3exiifvc,snowy-thunder-120,2025-09-09T18:06:18Z,finished,"NXF3u7ayvYoW2BsxJJ3jBC_16:v0, NXF3u7ayvYoW2BsxJJ3jBC_100:v0",336,143,1757441513.6051042,{'runtime': 336},99,0.0427220501005649,2199,0.8612038493156433,hen-of-the-woods,lumbermill,ruddy_turnstone,0.0734879155931787,0.1703,7989,17,100,True,SGD,-,2.13517689704895
5k3zeuh2,honest-durian-121,2025-09-09T18:12:20Z,finished,"gLaFDFrqqxfVW9QbcuwdJJ_23:v0, gLaFDFrqqxfVW9QbcuwdJJ_97:v0",321,130,1757441859.8673444,{'runtime': 321},96,0.0071106823161244,1745,0.3875877559185028,centipede,Saluki,chickadee,0.0929810929810929,0.2521,9692,24,97,True,Adam,-,0.35443222522735596
niadw3lx,stilted-wave-122,2025-09-09T18:18:11Z,finished,"YptA2QDsrgfKcFLHiiaWgZ_21:v0, YptA2QDsrgfKcFLHiiaWgZ_98:v0",366,146,1757442256.2475,{'runtime': 366},97,0.0024329759180545,2449,0.9007556438446044,robin,centipede,green_snake,0.0909090909090909,0.3672,6873,22,98,True,Adam,-,1.3081371784210205
8m438266,wild-voice-123,2025-09-09T18:24:47Z,finished,"ZegN2NHjXqcRXaT5djHHmx_19:v0, ZegN2NHjXqcRXaT5djHHmx_111:v0",397,167,1757442683.9505832,{'runtime': 397},110,0.0162480324506759,2885,0.963916838169098,projectile,barrow,flagpole,0.1111111111111111,0.1161,5675,20,111,True,SGD,-,0.8659219145774841
v559mnxt,hardy-sea-124,2025-09-09T18:32:01Z,finished,"Pde3rJYcxgvoStheMYodD8_21:v0, Pde3rJYcxgvoStheMYodD8_93:v0",362,149,1757443082.9437027,{'runtime': 362},92,0.0033972025848925,2882,0.686855673789978,gas_pump,trolleybus,diaper,0.0969696969696969,0.181,161,22,93,True,SGD,-,0.7168757915496826
s8bxu9y3,lilac-wind-125,2025-09-09T18:38:31Z,finished,"iN8CZ35M5fi6M5Rob2E3Xk_22:v0, iN8CZ35M5fi6M5Rob2E3Xk_111:v0",401,161,1757443511.0033028,{'runtime': 401},110,0.0146577367559075,2552,1.4458667039871216,gazelle,lumbermill,zucchini,0.0550438596491228,0.0951,4297,23,111,True,Adam,-,0.4657374322414398
yze3hn5r,zany-deluge-126,2025-09-09T18:45:36Z,finished,"QL9RvU7X5aEEBiuugDvsdn_17:v0, QL9RvU7X5aEEBiuugDvsdn_115:v0, run-yze3hn5r-history:v0",345,155,1757443880.7320523,{'runtime': 345},114,0.0005604228354059,2069,0.1688391864299774,Pomeranian,obelisk,ballpoint,0.0886243386243386,0.1555,995,18,115,True,SGD,-,0.26933354139328003
dra9uzqm,lively-wood-127,2025-09-09T18:51:53Z,finished,"NSa6sskSY2yk9Wp3zuBTPL_14:v0, NSa6sskSY2yk9Wp3zuBTPL_94:v0",365,143,1757444277.7978194,{'runtime': 365},93,0.0009211080614477,2537,0.4755343496799469,desktop_computer,prayer_rug,sports_car,0.0923076923076923,0.1567,7629,15,94,True,Adam,-,0.375093013048172
29rctsr6,rosy-salad-128,2025-09-09T18:58:31Z,finished,"GzJjTnvW77DnV2QWGhpYu8_14:v0, GzJjTnvW77DnV2QWGhpYu8_86:v0",329,129,1757444638.71622,{'runtime': 329},85,1.521695503470255e-05,2235,1.4292348623275757,pop_bottle,sea_urchin,trombone,0.0827838827838827,0.1539,9467,15,86,True,Adam,-,0.714759111404419
4z5ky3w5,light-brook-129,2025-09-09T19:04:25Z,finished,"o3Jf8tAKfT9wncvu4DWqo3_23:v0, o3Jf8tAKfT9wncvu4DWqo3_92:v0",303,124,1757444967.576253,{'runtime': 303},91,0.024782471358776,1655,0.2534043788909912,Appenzeller,china_cabinet,stingray,0.0645502645502645,0.0242,1016,24,92,True,Adam,-,0.2234591245651245
